Area,Items,Time,Change(%)
Ku-area of Tokyo,Horse mackerel,1979,0.2
Ku-area of Tokyo,Sardines,1979,-1.7
Ku-area of Tokyo,Bonito,1979,2.7
Ku-area of Tokyo,Salmon,1979,4.7
Ku-area of Tokyo,Mackerel,1979,8.1
Ku-area of Tokyo,Saury,1979,-24.2
Ku-area of Tokyo,Sea bream,1979,0.9
Ku-area of Tokyo,Yellowtail,1979,-8.3
Ku-area of Tokyo,Cuttlefish,1979,3.6
Ku-area of Tokyo,Octopus,1979,29.0
Ku-area of Tokyo,Prawns,1979,-2.3
Ku-area of Tokyo,Short-necked clams,1979,16.6
Ku-area of Tokyo,Oysters,1979,2.5
Ku-area of Tokyo,Salted & dried fish,1979,4.0
Ku-area of Tokyo,Salted salmon,1979,4.9
Ku-area of Tokyo,Salted cod roe,1979,4.3
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1979,-2.7
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1979,2.9
Ku-area of Tokyo,Fish-paste products,1979,1.0
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1979,0.1
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1979,2.7
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1979,0.7
Ku-area of Tokyo,Other processed fish & seafood,1979,-5.9
Ku-area of Tokyo,Dried bonito fillets,1979,-0.5
Ku-area of Tokyo,Fish & seafood,1978,8.4
Ku-area of Tokyo,Fresh fish & seafood,1978,2.5
Ku-area of Tokyo,Tuna fish,1978,-5.2
Ku-area of Tokyo,Horse mackerel,1978,13.7
Ku-area of Tokyo,Sardines,1978,-1.0
Ku-area of Tokyo,Bonito,1978,-15.0
Ku-area of Tokyo,Salmon,1978,10.0
Ku-area of Tokyo,Mackerel,1978,-9.2
Ku-area of Tokyo,Saury,1978,-15.9
Ku-area of Tokyo,Sea bream,1978,-2.0
Ku-area of Tokyo,Yellowtail,1978,4.7
Ku-area of Tokyo,Cuttlefish,1978,12.1
Ku-area of Tokyo,Octopus,1978,-2.8
Ku-area of Tokyo,Prawns,1978,2.8
Ku-area of Tokyo,Short-necked clams,1978,15.9
Ku-area of Tokyo,Oysters,1978,-4.2
Ku-area of Tokyo,Salted & dried fish,1978,21.2
Ku-area of Tokyo,Salted salmon,1978,13.2
Ku-area of Tokyo,Salted cod roe,1978,54.0
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1978,22.6
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1978,7.8
Ku-area of Tokyo,Fish-paste products,1978,12.1
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1978,13.9
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1978,19.0
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1978,4.2
Ku-area of Tokyo,Other processed fish & seafood,1978,6.4
Ku-area of Tokyo,Dried bonito fillets,1978,10.5
Ku-area of Tokyo,Fish & seafood,1977,20.1
Ku-area of Tokyo,Fresh fish & seafood,1977,19.9
Ku-area of Tokyo,Tuna fish,1977,10.9
Ku-area of Tokyo,Horse mackerel,1977,44.8
Ku-area of Tokyo,Sardines,1977,15.5
Ku-area of Tokyo,Bonito,1977,25.2
Ku-area of Tokyo,Salmon,1977,26.9
Ku-area of Tokyo,Mackerel,1977,10.7
Ku-area of Tokyo,Saury,1977,64.6
Ku-area of Tokyo,Sea bream,1977,16.6
Ku-area of Tokyo,Yellowtail,1977,9.5
Ku-area of Tokyo,Cuttlefish,1977,23.7
Ku-area of Tokyo,Octopus,1977,3.8
Ku-area of Tokyo,Prawns,1977,9.8
Ku-area of Tokyo,Short-necked clams,1977,33.6
Ku-area of Tokyo,Oysters,1977,19.3
Ku-area of Tokyo,Salted & dried fish,1977,25.6
Ku-area of Tokyo,Salted salmon,1977,27.9
Ku-area of Tokyo,Salted cod roe,1977,41.7
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1977,11.6
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1977,7.1
Ku-area of Tokyo,Fish-paste products,1977,9.6
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1977,19.1
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1977,15.9
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1977,-3.5
Ku-area of Tokyo,Other processed fish & seafood,1977,15.0
Ku-area of Tokyo,Dried bonito fillets,1977,7.6
Ku-area of Tokyo,Fish & seafood,1976,11.5
Ku-area of Tokyo,Fresh fish & seafood,1976,16.8
Ku-area of Tokyo,Tuna fish,1976,10.3
Ku-area of Tokyo,Horse mackerel,1976,15.1
Ku-area of Tokyo,Sardines,1976,-1.0
Ku-area of Tokyo,Bonito,1976,10.9
Ku-area of Tokyo,Salmon,1976,9.2
Ku-area of Tokyo,Mackerel,1976,19.7
Ku-area of Tokyo,Saury,1976,32.9
Ku-area of Tokyo,Sea bream,1976,13.4
Ku-area of Tokyo,Yellowtail,1976,7.0
Ku-area of Tokyo,Cuttlefish,1976,12.8
Ku-area of Tokyo,Octopus,1976,15.7
Ku-area of Tokyo,Prawns,1976,45.0
Ku-area of Tokyo,Short-necked clams,1976,16.9
Ku-area of Tokyo,Oysters,1976,4.0
Ku-area of Tokyo,Salted & dried fish,1976,7.0
Ku-area of Tokyo,Salted salmon,1976,9.5
Ku-area of Tokyo,Salted cod roe,1976,6.2
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1976,-9.4
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1976,17.4
Ku-area of Tokyo,Fish-paste products,1976,-0.1
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1976,11.2
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1976,5.8
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1976,-13.2
Ku-area of Tokyo,Other processed fish & seafood,1976,3.1
Ku-area of Tokyo,Dried bonito fillets,1976,8.3
Ku-area of Tokyo,Fish & seafood,1975,12.5
Ku-area of Tokyo,Fresh fish & seafood,1975,13.7
Ku-area of Tokyo,Tuna fish,1975,22.6
Ku-area of Tokyo,Horse mackerel,1975,4.1
Ku-area of Tokyo,Sardines,1975,-8.4
Ku-area of Tokyo,Bonito,1975,17.2
Ku-area of Tokyo,Salmon,1975,9.7
Ku-area of Tokyo,Mackerel,1975,-4.6
Ku-area of Tokyo,Saury,1975,34.2
Ku-area of Tokyo,Sea bream,1975,21.4
Ku-area of Tokyo,Yellowtail,1975,19.4
Ku-area of Tokyo,Cuttlefish,1975,7.9
Ku-area of Tokyo,Octopus,1975,22.6
Ku-area of Tokyo,Prawns,1975,
Ku-area of Tokyo,Short-necked clams,1975,22.6
Ku-area of Tokyo,Oysters,1975,23.2
Ku-area of Tokyo,Salted & dried fish,1975,12.5
Ku-area of Tokyo,Salted salmon,1975,4.2
Ku-area of Tokyo,Salted cod roe,1975,5.2
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1975,57.4
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1975,15.1
Ku-area of Tokyo,Fish-paste products,1975,10.1
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1975,17.9
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1975,10.3
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1975,0.3
Ku-area of Tokyo,Other processed fish & seafood,1975,7.0
Ku-area of Tokyo,Dried bonito fillets,1975,7.2
Ku-area of Tokyo,Fish & seafood,1974,29.2
Ku-area of Tokyo,Fresh fish & seafood,1974,31.7
Ku-area of Tokyo,Tuna fish,1974,23.1
Ku-area of Tokyo,Horse mackerel,1974,39.6
Ku-area of Tokyo,Sardines,1974,-3.7
Ku-area of Tokyo,Bonito,1974,8.4
Ku-area of Tokyo,Salmon,1974,21.9
Ku-area of Tokyo,Mackerel,1974,33.9
Ku-area of Tokyo,Saury,1974,-3.4
Ku-area of Tokyo,Sea bream,1974,32.9
Ku-area of Tokyo,Yellowtail,1974,25.7
Ku-area of Tokyo,Cuttlefish,1974,66.9
Ku-area of Tokyo,Octopus,1974,21.0
Ku-area of Tokyo,Short-necked clams,1974,47.8
Ku-area of Tokyo,Oysters,1974,14.5
Ku-area of Tokyo,Salted & dried fish,1974,20.0
Ku-area of Tokyo,Salted salmon,1974,18.6
Ku-area of Tokyo,Salted cod roe,1974,9.6
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1974,23.4
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1974,23.9
Ku-area of Tokyo,Fish-paste products,1974,27.1
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1974,38.7
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1974,29.6
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1974,13.3
Ku-area of Tokyo,Other processed fish & seafood,1974,39.3
Ku-area of Tokyo,Dried bonito fillets,1974,20.2
Ku-area of Tokyo,Fish & seafood,1973,16.2
Ku-area of Tokyo,Fresh fish & seafood,1973,15.5
Ku-area of Tokyo,Tuna fish,1973,17.1
Ku-area of Tokyo,Horse mackerel,1973,28.5
Ku-area of Tokyo,Sardines,1973,-16.4
Ku-area of Tokyo,Bonito,1973,16.6
Ku-area of Tokyo,Salmon,1973,42.6
Ku-area of Tokyo,Mackerel,1973,24.3
Ku-area of Tokyo,Saury,1973,-39.0
Ku-area of Tokyo,Sea bream,1973,20.3
Ku-area of Tokyo,Yellowtail,1973,8.6
Ku-area of Tokyo,Cuttlefish,1973,4.5
Ku-area of Tokyo,Octopus,1973,6.3
Ku-area of Tokyo,Short-necked clams,1973,29.9
Ku-area of Tokyo,Oysters,1973,8.8
Ku-area of Tokyo,Salted & dried fish,1973,17.5
Ku-area of Tokyo,Salted salmon,1973,42.2
Ku-area of Tokyo,Salted cod roe,1973,17.5
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1973,1.0
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1973,6.8
Ku-area of Tokyo,Fish-paste products,1973,22.2
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1973,39.9
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1973,31.0
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1973,8.7
Ku-area of Tokyo,Other processed fish & seafood,1973,9.7
Ku-area of Tokyo,Dried bonito fillets,1973,7.7
Ku-area of Tokyo,Fish & seafood,1972,4.1
Ku-area of Tokyo,Fresh fish & seafood,1972,2.0
Ku-area of Tokyo,Tuna fish,1972,2.2
Ku-area of Tokyo,Horse mackerel,1972,5.9
Ku-area of Tokyo,Sardines,1972,0.3
Ku-area of Tokyo,Bonito,1972,-12.7
Ku-area of Tokyo,Salmon,1972,3.6
Ku-area of Tokyo,Mackerel,1972,12.3
Ku-area of Tokyo,Saury,1972,-23.4
Ku-area of Tokyo,Sea bream,1972,20.6
Ku-area of Tokyo,Yellowtail,1972,6.1
Ku-area of Tokyo,Cuttlefish,1972,-6.3
Ku-area of Tokyo,Octopus,1972,-1.0
Ku-area of Tokyo,Short-necked clams,1972,23.1
Ku-area of Tokyo,Oysters,1972,5.1
Ku-area of Tokyo,Salted & dried fish,1972,5.6
Ku-area of Tokyo,Salted salmon,1972,1.3
Ku-area of Tokyo,Salted cod roe,1972,12.2
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1972,4.7
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1972,4.5
Ku-area of Tokyo,Fish-paste products,1972,6.0
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1972,9.1
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1972,3.6
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1972,6.7
Ku-area of Tokyo,Other processed fish & seafood,1972,14.5
Ku-area of Tokyo,Dried bonito fillets,1972,17.4
Ku-area of Tokyo,Fish & seafood,1971,14.9
Ku-area of Tokyo,Fresh fish & seafood,1971,21.2
Ku-area of Tokyo,Tuna fish,1971,25.0
Ku-area of Tokyo,Horse mackerel,1971,19.5
Ku-area of Tokyo,Sardines,1971,-6.0
Ku-area of Tokyo,Bonito,1971,25.7
Ku-area of Tokyo,Salmon,1971,-2.8
Ku-area of Tokyo,Mackerel,1971,0.3
Ku-area of Tokyo,Saury,1971,49.3
Ku-area of Tokyo,Sea bream,1971,9.7
Ku-area of Tokyo,Yellowtail,1971,13.0
Ku-area of Tokyo,Cuttlefish,1971,51.2
Ku-area of Tokyo,Octopus,1971,22.8
Ku-area of Tokyo,Short-necked clams,1971,4.1
Ku-area of Tokyo,Oysters,1971,20.6
Ku-area of Tokyo,Salted & dried fish,1971,3.7
Ku-area of Tokyo,Salted salmon,1971,-4.6
Ku-area of Tokyo,Salted cod roe,1971,5.4
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1971,1.5
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1971,19.0
Ku-area of Tokyo,Fish-paste products,1971,6.9
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1971,2.1
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1971,4.8
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1971,14.6
Ku-area of Tokyo,Other processed fish & seafood,1971,13.5
Ku-area of Tokyo,Dried bonito fillets,1971,3.1
Ku-area of Tokyo,Fish & seafood,1970,
Ku-area of Tokyo,Fresh fish & seafood,1970,
Ku-area of Tokyo,Tuna fish,1970,
Ku-area of Tokyo,Horse mackerel,1970,
Ku-area of Tokyo,Sardines,1970,
Ku-area of Tokyo,Bonito,1970,
Ku-area of Tokyo,Salmon,1970,
Ku-area of Tokyo,Mackerel,1970,
Ku-area of Tokyo,Saury,1970,
Ku-area of Tokyo,Sea bream,1970,
Ku-area of Tokyo,Yellowtail,1970,
Ku-area of Tokyo,Cuttlefish,1970,
Ku-area of Tokyo,Octopus,1970,
Ku-area of Tokyo,Short-necked clams,1970,
Ku-area of Tokyo,Oysters,1970,
Ku-area of Tokyo,Salted & dried fish,1970,
Ku-area of Tokyo,Salted salmon,1970,
Ku-area of Tokyo,Salted cod roe,1970,
Ku-area of Tokyo,"""Shirasu-boshi"", dried young sardines",1970,
Ku-area of Tokyo,"""Niboshi"", dried small sardines",1970,
Ku-area of Tokyo,Fish-paste products,1970,
Ku-area of Tokyo,"""Agekamaboko"", fried fish-paste patties",1970,
Ku-area of Tokyo,"""Chikuwa"", baked fish-paste bars",1970,
Ku-area of Tokyo,"""Kamaboko"", steamed fish-paste cakes",1970,
Ku-area of Tokyo,Other processed fish & seafood,1970,
Ku-area of Tokyo,Dried bonito fillets,1970,
All Japan,Fish & seafood,2024,0.9
All Japan,Fresh fish & seafood,2024,-1.0
All Japan,Tuna fish,2024,-6.2
All Japan,Horse mackerel,2024,-3.9
All Japan,Sardines,2024,3.2
All Japan,Bonito,2024,-1.4
All Japan,Salmon,2024,-1.5
All Japan,Mackerel,2024,-0.3
All Japan,Saury,2024,-7.1
All Japan,Sea bream,2024,1.1
All Japan,Yellowtail,2024,0.0
All Japan,Cuttlefish,2024,4.3
All Japan,Octopus,2024,3.6
All Japan,Prawns,2024,0.4
All Japan,Short-necked clams,2024,2.4
All Japan,Oysters,2024,5.4
All Japan,Scallops,2024,4.2
All Japan,Salted & dried fish,2024,2.5
All Japan,Salted salmon,2024,1.0
All Japan,Salted cod roe,2024,-0.5
All Japan,"""Shirasu-boshi"", dried young sardines",2024,6.1
All Japan,Dried horse mackerel,2024,3.9
All Japan,"""Niboshi"", dried small sardines",2024,28.5
All Japan,Capelin,2024,2.6
All Japan,Salmon roe,2024,-5.2
All Japan,Fish-paste products,2024,2.1
All Japan,"""Agekamaboko"", fried fish-paste patties",2024,0.9
All Japan,"""Chikuwa"", baked fish-paste bars",2024,2.1
All Japan,"""Kamaboko"", steamed fish-paste cakes",2024,2.9
All Japan,Other processed fish & seafood,2024,5.3
All Japan,Dried bonito fillets,2024,22.7
All Japan,Pickled fish,2024,2.2
All Japan,Fish prepared in soy sauce,2024,4.1
All Japan,Canned fish,2024,4.3
All Japan,Fish & seafood,2023,11.8
All Japan,Fresh fish & seafood,2023,9.6
All Japan,Tuna fish,2023,2.0
All Japan,Horse mackerel,2023,11.2
All Japan,Sardines,2023,7.3
All Japan,Bonito,2023,11.6
All Japan,Salmon,2023,15.6
All Japan,Mackerel,2023,12.7
All Japan,Saury,2023,19.6
All Japan,Sea bream,2023,8.8
All Japan,Yellowtail,2023,5.5
All Japan,Cuttlefish,2023,22.6
All Japan,Octopus,2023,6.5
All Japan,Prawns,2023,5.1
All Japan,Short-necked clams,2023,10.6
All Japan,Oysters,2023,12.5
All Japan,Scallops,2023,12.2
All Japan,Salted & dried fish,2023,13.8
All Japan,Salted salmon,2023,12.4
All Japan,Salted cod roe,2023,12.8
All Japan,"""Shirasu-boshi"", dried young sardines",2023,26.5
All Japan,Dried horse mackerel,2023,13.6
All Japan,"""Niboshi"", dried small sardines",2023,12.7
All Japan,Capelin,2023,1.9
All Japan,Salmon roe,2023,6.1
All Japan,Fish-paste products,2023,14.1
All Japan,"""Agekamaboko"", fried fish-paste patties",2023,11.9
All Japan,"""Chikuwa"", baked fish-paste bars",2023,14.9
All Japan,"""Kamaboko"", steamed fish-paste cakes",2023,15.3
All Japan,Other processed fish & seafood,2023,16.4
All Japan,Dried bonito fillets,2023,14.0
All Japan,Pickled fish,2023,17.7
All Japan,Fish prepared in soy sauce,2023,10.3
All Japan,Canned fish,2023,17.6
All Japan,Fish & seafood,2022,10.9
All Japan,Fresh fish & seafood,2022,13.8
All Japan,Tuna fish,2022,16.0
All Japan,Horse mackerel,2022,10.4
All Japan,Sardines,2022,8.5
All Japan,Bonito,2022,14.3
All Japan,Salmon,2022,18.9
All Japan,Mackerel,2022,7.6
All Japan,Saury,2022,8.7
All Japan,Sea bream,2022,12.3
All Japan,Yellowtail,2022,17.7
All Japan,Cuttlefish,2022,8.1
All Japan,Octopus,2022,15.6
All Japan,Prawns,2022,4.9
All Japan,Short-necked clams,2022,23.3
All Japan,Oysters,2022,7.1
All Japan,Scallops,2022,9.5
All Japan,Salted & dried fish,2022,8.2
All Japan,Salted salmon,2022,18.5
All Japan,Salted cod roe,2022,5.6
All Japan,"""Shirasu-boshi"", dried young sardines",2022,0.5
All Japan,Dried horse mackerel,2022,3.2
All Japan,"""Niboshi"", dried small sardines",2022,0.8
All Japan,Capelin,2022,-1.5
All Japan,Salmon roe,2022,14.4
All Japan,Fish-paste products,2022,6.9
All Japan,"""Agekamaboko"", fried fish-paste patties",2022,7.0
All Japan,"""Chikuwa"", baked fish-paste bars",2022,7.1
All Japan,"""Kamaboko"", steamed fish-paste cakes",2022,6.7
All Japan,Other processed fish & seafood,2022,5.9
All Japan,Dried bonito fillets,2022,-0.3
All Japan,Pickled fish,2022,11.9
All Japan,Fish prepared in soy sauce,2022,2.0
All Japan,Canned fish,2022,3.2
All Japan,Fish & seafood,2021,1.1
All Japan,Fresh fish & seafood,2021,1.6
All Japan,Tuna fish,2021,3.6
All Japan,Horse mackerel,2021,-4.9
All Japan,Sardines,2021,1.3
All Japan,Bonito,2021,-3.5
All Japan,Salmon,2021,0.0
All Japan,Mackerel,2021,1.1
All Japan,Saury,2021,15.1
All Japan,Sea bream,2021,-4.2
All Japan,Yellowtail,2021,1.9
All Japan,Cuttlefish,2021,3.4
All Japan,Octopus,2021,7.4
All Japan,Prawns,2021,-1.4
All Japan,Short-necked clams,2021,3.2
All Japan,Oysters,2021,-1.7
All Japan,Scallops,2021,7.0
All Japan,Salted & dried fish,2021,1.6
All Japan,Salted salmon,2021,-0.5
All Japan,Salted cod roe,2021,-0.5
All Japan,"""Shirasu-boshi"", dried young sardines",2021,-0.6
All Japan,Dried horse mackerel,2021,1.5
All Japan,"""Niboshi"", dried small sardines",2021,2.0
All Japan,Capelin,2021,9.4
All Japan,Salmon roe,2021,12.3
All Japan,Fish-paste products,2021,0.2
All Japan,"""Agekamaboko"", fried fish-paste patties",2021,0.4
All Japan,"""Chikuwa"", baked fish-paste bars",2021,0.1
All Japan,"""Kamaboko"", steamed fish-paste cakes",2021,0.2
All Japan,Other processed fish & seafood,2021,-0.7
All Japan,Dried bonito fillets,2021,0.0
All Japan,Pickled fish,2021,-0.9
All Japan,Fish prepared in soy sauce,2021,2.5
All Japan,Canned fish,2021,-1.7
All Japan,Fish & seafood,2020,-0.4
All Japan,Fresh fish & seafood,2020,-1.0
All Japan,Tuna fish,2020,-6.8
All Japan,Horse mackerel,2020,1.2
All Japan,Sardines,2020,1.8
All Japan,Bonito,2020,2.7
All Japan,Salmon,2020,1.2
All Japan,Mackerel,2020,-1.9
All Japan,Saury,2020,22.9
All Japan,Sea bream,2020,-5.9
All Japan,Yellowtail,2020,-1.9
All Japan,Cuttlefish,2020,-1.1
All Japan,Octopus,2020,-5.6
All Japan,Prawns,2020,-0.4
All Japan,Short-necked clams,2020,2.0
All Japan,Oysters,2020,-1.2
All Japan,Scallops,2020,-6.7
All Japan,Salted & dried fish,2020,0.1
All Japan,Salted salmon,2020,-2.9
All Japan,Salted cod roe,2020,1.2
All Japan,"""Shirasu-boshi"", dried young sardines",2020,-0.4
All Japan,Dried horse mackerel,2020,2.7
All Japan,"""Niboshi"", dried small sardines",2020,3.1
All Japan,Capelin,2020,10.5
All Japan,Salmon roe,2020,-1.9
All Japan,Fish-paste products,2020,1.1
All Japan,"""Agekamaboko"", fried fish-paste patties",2020,1.2
All Japan,"""Chikuwa"", baked fish-paste bars",2020,1.1
All Japan,"""Kamaboko"", steamed fish-paste cakes",2020,0.9
All Japan,Other processed fish & seafood,2020,0.5
All Japan,Dried bonito fillets,2020,-0.1
All Japan,Pickled fish,2020,0.4
All Japan,Fish prepared in soy sauce,2020,2.7
All Japan,Canned fish,2020,-0.7
All Japan,Fish & seafood,2019,1.4
All Japan,Fresh fish & seafood,2019,0.5
All Japan,Tuna fish,2019,-1.3
All Japan,Horse mackerel,2019,2.2
All Japan,Sardines,2019,0.0
All Japan,Bonito,2019,-3.9
All Japan,Salmon,2019,-2.3
All Japan,Mackerel,2019,-1.4
All Japan,Saury,2019,2.9
All Japan,Sea bream,2019,4.4
All Japan,Yellowtail,2019,2.9
All Japan,Cuttlefish,2019,8.7
All Japan,Octopus,2019,1.1
All Japan,Prawns,2019,-2.1
All Japan,Short-necked clams,2019,-0.2
All Japan,Oysters,2019,0.8
All Japan,Scallops,2019,-6.3
All Japan,Salted & dried fish,2019,2.4
All Japan,Salted salmon,2019,4.0
All Japan,Salted cod roe,2019,0.5
All Japan,"""Shirasu-boshi"", dried young sardines",2019,4.4
All Japan,Dried horse mackerel,2019,1.1
All Japan,"""Niboshi"", dried small sardines",2019,2.8
All Japan,Capelin,2019,5.5
All Japan,Salmon roe,2019,-1.0
All Japan,Fish-paste products,2019,2.6
All Japan,"""Agekamaboko"", fried fish-paste patties",2019,2.5
All Japan,"""Chikuwa"", baked fish-paste bars",2019,1.4
All Japan,"""Kamaboko"", steamed fish-paste cakes",2019,3.4
All Japan,Other processed fish & seafood,2019,3.5
All Japan,Dried bonito fillets,2019,0.3
All Japan,Pickled fish,2019,4.9
All Japan,Fish prepared in soy sauce,2019,1.5
All Japan,Canned fish,2019,4.2
All Japan,Fish & seafood,2018,3.2
All Japan,Fresh fish & seafood,2018,2.6
All Japan,Tuna fish,2018,7.2
All Japan,Horse mackerel,2018,0.1
All Japan,Sardines,2018,1.7
All Japan,Bonito,2018,-4.1
All Japan,Salmon,2018,0.6
All Japan,Mackerel,2018,-1.7
All Japan,Saury,2018,-1.1
All Japan,Sea bream,2018,6.0
All Japan,Yellowtail,2018,2.6
All Japan,Cuttlefish,2018,0.2
All Japan,Octopus,2018,22.4
All Japan,Prawns,2018,-0.6
All Japan,Short-necked clams,2018,0.9
All Japan,Oysters,2018,-1.4
All Japan,Scallops,2018,2.0
All Japan,Salted & dried fish,2018,6.6
All Japan,Salted salmon,2018,6.5
All Japan,Salted cod roe,2018,1.6
All Japan,"""Shirasu-boshi"", dried young sardines",2018,16.7
All Japan,Dried horse mackerel,2018,0.8
All Japan,"""Niboshi"", dried small sardines",2018,0.9
All Japan,Capelin,2018,-2.8
All Japan,Salmon roe,2018,16.8
All Japan,Fish-paste products,2018,-0.8
All Japan,"""Agekamaboko"", fried fish-paste patties",2018,0.4
All Japan,"""Chikuwa"", baked fish-paste bars",2018,-0.8
All Japan,"""Kamaboko"", steamed fish-paste cakes",2018,-1.7
All Japan,Other processed fish & seafood,2018,3.9
All Japan,Dried bonito fillets,2018,5.0
All Japan,Pickled fish,2018,3.8
All Japan,Fish prepared in soy sauce,2018,5.8
All Japan,Canned fish,2018,0.4
All Japan,Fish & seafood,2017,5.2
All Japan,Fresh fish & seafood,2017,6.4
All Japan,Tuna fish,2017,5.6
All Japan,Horse mackerel,2017,1.9
All Japan,Sardines,2017,-3.3
All Japan,Bonito,2017,9.8
All Japan,Salmon,2017,10.2
All Japan,Mackerel,2017,3.1
All Japan,Saury,2017,11.5
All Japan,Sea bream,2017,2.2
All Japan,Yellowtail,2017,-0.3
All Japan,Cuttlefish,2017,24.2
All Japan,Octopus,2017,3.6
All Japan,Prawns,2017,0.8
All Japan,Short-necked clams,2017,-0.9
All Japan,Oysters,2017,-5.2
All Japan,Scallops,2017,15.5
All Japan,Salted & dried fish,2017,6.0
All Japan,Salted salmon,2017,9.0
All Japan,Salted cod roe,2017,3.3
All Japan,"""Shirasu-boshi"", dried young sardines",2017,3.0
All Japan,Dried horse mackerel,2017,2.1
All Japan,"""Niboshi"", dried small sardines",2017,0.7
All Japan,Capelin,2017,8.9
All Japan,Salmon roe,2017,16.0
All Japan,Fish-paste products,2017,-0.4
All Japan,"""Agekamaboko"", fried fish-paste patties",2017,-0.2
All Japan,"""Chikuwa"", baked fish-paste bars",2017,-0.2
All Japan,"""Kamaboko"", steamed fish-paste cakes",2017,-0.7
All Japan,Other processed fish & seafood,2017,3.6
All Japan,Dried bonito fillets,2017,2.2
All Japan,Pickled fish,2017,4.0
All Japan,Fish prepared in soy sauce,2017,3.6
All Japan,Canned fish,2017,2.1
All Japan,Fish & seafood,2016,1.8
All Japan,Fresh fish & seafood,2016,1.9
All Japan,Tuna fish,2016,-0.1
All Japan,Horse mackerel,2016,-6.6
All Japan,Sardines,2016,-3.0
All Japan,Bonito,2016,1.0
All Japan,Salmon,2016,2.1
All Japan,Mackerel,2016,2.4
All Japan,Saury,2016,7.8
All Japan,Sea bream,2016,3.1
All Japan,Yellowtail,2016,-0.5
All Japan,Cuttlefish,2016,19.4
All Japan,Octopus,2016,0.0
All Japan,Prawns,2016,-1.6
All Japan,Short-necked clams,2016,0.9
All Japan,Oysters,2016,-2.4
All Japan,Scallops,2016,6.4
All Japan,Salted & dried fish,2016,2.8
All Japan,Salted salmon,2016,3.2
All Japan,Salted cod roe,2016,2.5
All Japan,"""Shirasu-boshi"", dried young sardines",2016,1.9
All Japan,Dried horse mackerel,2016,2.0
All Japan,"""Niboshi"", dried small sardines",2016,-0.1
All Japan,Capelin,2016,11.8
All Japan,Salmon roe,2016,2.0
All Japan,Fish-paste products,2016,1.3
All Japan,"""Agekamaboko"", fried fish-paste patties",2016,1.6
All Japan,"""Chikuwa"", baked fish-paste bars",2016,1.6
All Japan,"""Kamaboko"", steamed fish-paste cakes",2016,0.8
All Japan,Other processed fish & seafood,2016,0.4
All Japan,Dried bonito fillets,2016,-1.2
All Japan,Pickled fish,2016,0.5
All Japan,Fish prepared in soy sauce,2016,3.6
All Japan,Canned fish,2016,-1.3
All Japan,Fish & seafood,2015,3.8
